Kanji,Furigana,Meaning,Level
険しい,けわしい,"inaccessible place,sharp eyes",N2
見学,けんがく,"inspection,study by observation,field trip",N2
謙虚,けんきょ,"modesty,humility",N2
原稿,げんこう,"manuscript,copy",N2
原産,げんさん,"place of origin,habitat",N2
原始,げんし,"origin,primeval",N2
研修,けんしゅう,training,N2
厳重,げんじゅう,"strict,rigour,severe,firm",N2
謙遜,けんそん,"humble,humility,modesty",N2
県庁,けんちょう,prefectural office,N2
限度,げんど,"limit,bounds",N2
現に,げんに,"actually,really",N2
顕微鏡,けんびきょう,microscope,N2
原理,げんり,"principle,theory,fundamental truth",N2
原料,げんりょう,raw materials,N2
碁,ご,Go (board game of capturing territory),N2
恋しい,こいしい,"(1) dear,beloved,darling,(2) yearned for",N2
請う,こう,"to ask,to request",N2
工員,こういん,factory worker,N2
強引,ごういん,"overbearing,coercive,pushy,forcible,high-handed",N2
公害,こうがい,"public nuisance,pollution",N2
高級,こうきゅう,"high class,high grade",N2
公共,こうきょう,"public,community,public service,society,communal",N2
工芸,こうげい,industrial arts,N2
孝行,こうこう,filial piety,N2
交差,こうさ,cross,N2
講師,こうし,lecturer,N2
工事,こうじ,construction work,N2
公式,こうしき,"formula,formality,official",N2
口実,こうじつ,excuse,N2
こうして,こうして,thus,N2
校舎,こうしゃ,school building,N2
公衆,こうしゅう,the public,N2
香水,こうすい,perfume,N2
公正,こうせい,"justice,fairness,impartiality",N2
功績,こうせき,"achievements,merit,meritorious service,meritorious deed",N2
光線,こうせん,"beam,light ray",N2
高層,こうそう,upper,N2
構造,こうぞう,"structure,construction",N2
交替,こうたい,"alternation,change,relief,relay,shift",N2
耕地,こうち,arable land,N2
交通機関,こうつうきかん,transportation facilities,N2
校庭,こうてい,campus,N2
肯定,こうてい,"positive,affirmation",N2
高度,こうど,"altitude,height,advanced",N2
高等,こうとう,"high class,high grade",N2
合同,ごうどう,"combination,incorporation,union,amalgamation",N2
後輩,こうはい,junior (at work or school),N2
公表,こうひょう,"official announcement,proclamation",N2
鉱物,こうぶつ,mineral,N2
公務,こうむ,"official business,public business",N2
項目,こうもく,item,N2
紅葉,こうよう,(1) (Japanese) maple,N2
合理,ごうり,rational,N2
交流,こうりゅう,"alternating current,intercourse,(cultural) exchange,intermingling",N2
合流,ごうりゅう,"confluence,union,linking up,merge",N2
効力,こうりょく,"effect,efficacy,validity,potency",N2
超える,こえる,"to exceed,to cross over,to cross",N2
,コース,course,N2
,コーラス,chorus,N2
焦がす,こがす,"to burn,to scorch,to singe,to char",N2
国王,こくおう,king,N2
国籍,こくせき,nationality,N2
国立,こくりつ,national,N2
,ごくろうさま,Thank you very much for your....,N2
焦げる,こげる,"to burn,to be burned",N2
凍える,こごえる,"to freeze,to be chilled,to be frozen",N2
心当たり,こころあたり,"having some knowledge of,happening to know",N2
心得る,こころえる,"to be informed,to have thorough knowledge",N2
腰掛け,こしかけ,"seat,bench",N2
腰掛ける,こしかける,to sit (down),N2
五十音,ごじゅうおん,the Japanese syllabary,N2
胡椒,こしょう,pepper,N2
,こしらえる,"to make,to manufacture",N2
超す,こす,"to cross,to pass,to tide over",N2
擦る,こする,"to rub,to chafe,to file,to frost (glass),to strike (match)",N2
,ごぞんじですか,,N2
個体,こたい,an individual,N2
御馳走,ごちそう,"feast,treating (someone)",N2
,ごちそうさま,feast,N2
,こちらこそ,it is I who should say so,N2
小遣い,こづかい,"personal expenses,pocket money,spending money,incidental expenses,allowance",N2
,コック,"(1) cook (nl:),(2) tap,spigot,faucet,cock",N2
,こっそり,"stealthily,secretly",N2
古典,こてん,"old book,classics,classic",N2
琴,こと,Koto (Japanese harp),N2
言付ける,ことづける,"to send word,to send a message",N2
言葉遣い,ことばづかい,"speech,expression,wording",N2
,こないだ,"the other day,lately,recently",N2
御無沙汰,ごぶさた,not writing or contacting for a while,N2
,こぼす,to spill,N2
,こぼれる,"to overflow,to spill",N2
塵芥,ごみ,"trash,rubbish",N2
,ゴム,"gum,rubber,eraser",N2
御免,ごめん,"your pardon,declining (something),dismissal,permission",N2
,ごめんください,May I come in?,N2
小指,こゆび,little finger,N2
,こらえる,"to bear,to stand,to endure,to put up with",N2
娯楽,ごらく,"pleasure,amusement",N2
御覧,ごらん,"(hon) look,inspection,try",N2
,コレクション,"(1) collection,(2) correction",N2
転がす,ころがす,to roll,N2
転がる,ころがる,"to roll,to tumble",N2
紺,こん,"navy blue,deep blue",N2
,コンクール,contest (fr: concours),N2
,コンクリート,concrete,N2
混合,こんごう,"mixing,mixture",N2
,コンセント,"(1) consent,(2) concentric",N2
献立,こんだて,"menu,program,schedule",N2
,こんばんは,good evening,N2
,サークル,"circle,sports club (i.e. at a company)",N2
在学,ざいがく,(enrolled) in school,N2
再三,さいさん,"again and again,repeatedly",N2
祭日,さいじつ,"national holiday,festival day",N2
催促,さいそく,"request,demand,claim,urge (action),press for",N2
採点,さいてん,"marking,grading,looking over",N2
災難,さいなん,"calamity,misfortune",N2
裁縫,さいほう,sewing,N2
材木,ざいもく,"lumber,timber",N2
,サイレン,siren,N2
逆さ,さかさ,"reverse,inversion,upside down",N2
逆様,さかさま,"inversion,upside down",N2
捜す,さがす,"to search,to seek,to look for",N2
遡る,さかのぼる,"to go back,to go upstream,to make retroactive",N2
酒場,さかば,"bar,bar-room",N2
,さきおととい,two days before yesterday,N2
先程,さきほど,some time ago,N2
裂く,さく,"to tear,to split",N2
索引,さくいん,"index,indices",N2
作者,さくしゃ,"author,authoress",N2
削除,さくじょ,"elimination,cancellation,deletion,erasure",N2
作成,さくせい,"frame,draw up,make,producing",N2
作製,さくせい,manufacture,N2
探る,さぐる,"to search,to look for,to sound out",N2
囁く,ささやく,"to whisper,to murmur",N2
刺さる,ささる,"to stick,to be stuck",N2
匙,さじ,spoon,N2
座敷,ざしき,tatami room,N2
差し支え,さしつかえ,"hindrance,impediment",N2
差し引き,さしひき,"deduction,subtraction,balance,ebb and flow,rise and fall",N2
刺身,さしみ,sliced raw fish,N2
刺す,さす,"to pierce,to stab,to prick,to thrust",N2
挿す,さす,"to insert,to put in,to graft,to wear in belt",N2
注す,さす,"to pour (drink),to serve (drinks)",N2
射す,さす,"to shine,to strike",N2
流石,さすが,"clever,adept,good,expectations,as one would expect",N2
撮影,さつえい,photographing,N2
雑音,ざつおん,"noise (jarring, grating)",N2
,さっさと,quickly,N2
早速,さっそく,"at once,immediately,without delay,promptly",N2
錆,さび,rust (colour),N2
錆びる,さびる,"to rust,to become rusty",N2
座布団,ざぶとん,cushion (Japanese),N2
冷ます,さます,"to cool,to dampen,to let cool",N2
妨げる,さまたげる,"to disturb,to prevent",N2
冷める,さめる,"to become cool,to wear off,to abate,to subside",N2
,さようなら,good-bye,N2
再来月,さらいげつ,month after next,N2
再来週,さらいしゅう,week after next,N2
再来年,さらいねん,year after next,N2
,サラリーマン,"salary man,company employee",N2
騒がしい,さわがしい,noisy,N2
,さわやか,"fresh,refreshing,invigorating",N2
三角,さんかく,"triangle,triangular",N2
算数,さんすう,arithmetic,N2
酸性,さんせい,acidity,N2
産地,さんち,producing area,N2
,サンプル,sample,N2
山林,さんりん,"mountain forest,mountains and forest",N2
仕上がる,しあがる,to be finished,N2
,しあさって,two days after tomorrow,N2
,シーズン,season (sporting),N2
,シーツ,sheet,N2
寺院,じいん,temple,N2
しいんと,（する）,"silent (as the grave),(deathly) quiet",N2
自衛,じえい,self-defense,N2
塩辛い,しおからい,salty (taste),N2
司会,しかい,chairmanship,N2
四角,しかく,square,N2
四角い,しかくい,square,N2
時間割,じかんわり,"timetable,schedule",N2
四季,しき,four seasons,N2
敷地,しきち,site,N2
至急,しきゅう,"urgent,pressing",N2
敷く,しく,"to spread out,to lay out",N2
茂る,しげる,"to grow thick,to luxuriate,to be luxurious",N2
持参,じさん,"bringing,taking,carrying",N2
磁石,じしゃく,magnet,N2
四捨五入,ししゃごにゅう,rounding up (fractions),N2
始終,しじゅう,"continuously,from beginning to end",N2
自習,じしゅう,self-study,N2
静まる,しずまる,"to quieten down,to calm down,to subside",N2
姿勢,しせい,"attitude,posture",N2
自然科学,しぜんかがく,natural science,N2
時速,じそく,speed (per hour),N2
子孫,しそん,"descendants,posterity,offspring",N2
死体,したい,corpse,N2
下書き,したがき,"rough copy,draft",N2
下町,したまち,"Shitamachi,lower parts of town",N2
自治,じち,"self-government,autonomy",N2
実感,じっかん,"feelings (actual, true)",N2
湿気,しっけ,"moisture,humidity,dampness",N2
湿気,しっき,"moisture,humidity,dampness",N2
,しつこい,"insistent,obstinate",N2
実習,じっしゅう,"practice,training",N2
実績,じっせき,"achievements,actual results",N2
湿度,しつど,level of humidity,N2
執筆,しっぴつ,writing,N2
実物,じつぶつ,"real thing,original",N2
,しっぽ,tail (animal),N2
実用,じつよう,"practical use,utility",N2
実力,じつりょく,"merit,efficiency,arms,force",N2
実例,じつれい,"example,illustration",N2
失恋,しつれん,"disappointed love,broken heart,unrequited love,be lovelorn",N2
指定,してい,"designation,specification,assignment,pointing at",N2
私鉄,してつ,private railway,N2
児童,じどう,"children,juvenile",N2
縛る,しばる,"to tie,to bind",N2
地盤,じばん,(the) ground,N2
,しびれる,"to become numb,to go to sleep (i.e., a limb)",N2
紙幣,しへい,"paper money,notes,bills",N2
,しぼむ,"to wither,to fade (away),to shrivel,to wilt",N2
絞る,しぼる,"to press,to wring,to squeeze",N2
縞,しま,stripe,N2
地味,じみ,"plain,simple",N2
,しみじみ,"keenly,deeply,heartily",N2
氏名,しめい,"full name,identity",N2
締切,しめきり,"closing,cut-off,end,deadline,Closed,No Entrance",N2
締め切る,しめきる,to shut up,N2
湿る,しめる,"to be wet,to become wet,to be damp",N2
,ジャーナリスト,journalist,N2
社会科学,しゃかいかがく,social science,N2
,しゃがむ,to squat,N2
蛇口,じゃぐち,"faucet,tap",N2
弱点,じゃくてん,"weak point,weakness",N2
車庫,しゃこ,"garage,car shed",N2
車掌,しゃしょう,(train) conductor,N2
写生,しゃせい,"sketching,drawing from nature",N2
社説,しゃせつ,"editorial,leading article",N2
,しゃっくり,"hiccough,hiccup",N2
,シャッター,shutter,N2
,しゃぶる,"to suck,to chew",N2
車輪,しゃりん,(car) wheel,N2
洒落,しゃれ,"joke,pun,witticism",N2
,じゃんけん,(n) rock-scissors-paper game,N2
集会,しゅうかい,"meeting,assembly",N2
住居,じゅうきょ,"dwelling,house,residence,address",N2
集金,しゅうきん,money collection,N2
集合,しゅうごう,"gathering,assembly,meeting,set (math)",N2
習字,しゅうじ,penmanship,N2
修繕,しゅうぜん,"repair,mending",N2
重体,じゅうたい,"seriously ill,serious condition,critical state",N2
じゅうたん,（カーペット）,carpet,N2
終点,しゅうてん,"terminus,last stop (e.g train)",N2
重点,じゅうてん,"important point,lay stress on,colon,emphasis",N2
就任,しゅうにん,"inauguration,assumption of office",N2
周辺,しゅうへん,"circumference,outskirts,environs,(computer) peripheral",N2
重役,じゅうやく,"director,high executive",N2
終了,しゅうりょう,"end,close,termination",N2
重量,じゅうりょう,"(1) weight,(2) heavyweight boxer",N2
重力,じゅうりょく,gravity,N2
熟語,じゅくご,"idiom,idiomatic phrase,kanji compound",N2
祝日,しゅくじつ,national holiday,N2
縮小,しゅくしょう,"reduction,curtailment",N2
受験,じゅけん,taking an examination,N2
主語,しゅご,(gram) subject,N2
出勤,しゅっきん,"going to work,at work",N2
述語,じゅつご,predicate,N2
出張,しゅっちょう,"official tour,business trip",N2
寿命,じゅみょう,life span,N2
主役,しゅやく,"leading part,leading actor (actress)",N2
受話器,じゅわき,(telephone) receiver,N2
循環,じゅんかん,"circulation,rotation,cycle",N2
巡査,じゅんさ,"police,policeman",N2
順々,じゅんじゅん,"in order,in turn",N2
順序,じゅんじょ,"order,sequence,procedure",N2
純情,じゅんじょう,"pure heart,naivete,self-sacrificing devotion",N2
純粋,じゅんすい,"pure,true,genuine,unmixed",N2
消化,しょうか,digestion,N2
小学生,しょうがくせい,grade school student,N2
,しょうがない,,N2
将棋,しょうぎ,Japanese chess,N2
蒸気,じょうき,"steam,vapour",N2
定規,じょうぎ,(measuring) ruler,N2
上級,じょうきゅう,"advanced level,high grade,senior",N2
商業,しょうぎょう,"commerce,trade,business",N2
消極的,しょうきょくてき,passive,N2
賞金,しょうきん,"prize,monetary award",N2
上下,じょうげ,"high and low,up and down,unloading and loading,praising and blaming",N2
